"Accession","Coefficient","P_Value","R_Squared","Q_Value"
"A1AG1_N33_H(5)N(4)F(4)",-0.522126559215364,0.257110686740977,0.0412245847742707,0.995892677759284
"A1AG1_N33_H(5)N(4)S(1)F(2)_1",-0.101620697456337,0.79524788285429,0.00220517422774339,0.995892677759284
"A1AG1_N33_H(5)N(4)S(1)F(2)_2",-0.876155108747626,0.0730176538702666,0.0999839757606321,0.995892677759284
"A1AG1_N33_H(5)N(4)S(1)F(3)",0.021137958871196,0.963715066475413,6.78420815870916e-05,0.997597565045618
"A1AG1_N33_H(5)N(4)S(2)F(1)",0.112533145241857,0.821021346274835,0.00167642002982507,0.995892677759284
"A1AG1_N33_H(5)N(4)S(2)_1",-0.189781579391516,0.603286318398738,0.00881430905865617,0.995892677759284
"A1AG1_N33_H(5)N(4)S(2)_2",-0.54075807068945,0.306891270344988,0.0336445557479699,0.995892677759284
"A1AG1_N33_H(5)N(5)S(1)F(1)",-0.101912028779011,0.857042510530041,0.00106324039787122,0.995892677759284
"A1AG1_N33_H(5)N(5)S(1)F(2)",-0.926409012011704,0.0772768924758867,0.0972489410258182,0.995892677759284
"A1AG1_N33_H(5)N(5)S(2)_1",-1.80231098654679,0.00347279441824338,0.244126084965917,0.600586844879957
"A1AG1_N33_H(5)N(5)S(2)_2",-0.747149690555991,0.17999599175572,0.0572243397008915,0.995892677759284
"A1AG1_N33_H(5)N(5)S(3)F(2)",0.326986231867077,0.632924111832064,0.00745024986240246,0.995892677759284
"A1AG1_N33_H(6)N(5)F(6)",-0.0887458754104017,0.869070480920341,0.000890367611039828,0.995892677759284
"A1AG1_N33_H(6)N(5)S(1)F(2)_1",-0.424103693174504,0.422198690688965,0.0208960274820378,0.995892677759284
"A1AG1_N33_H(6)N(5)S(1)F(2)_2",-0.45290115719688,0.431378897871878,0.0200907756365549,0.995892677759284
"A1AG1_N33_H(6)N(5)S(1)F(3)",-0.263551014348687,0.500500572300108,0.014768699092161,0.995892677759284
"A1AG1_N33_H(6)N(5)S(1)F(4)",0.294061730667246,0.156331971002097,0.0637433673780364,0.995892677759284
"A1AG1_N33_H(6)N(5)S(1)_1",-0.612369349069715,0.125301714514681,0.0741315401443547,0.995892677759284
"A1AG1_N33_H(6)N(5)S(1)_2",-0.0776239173506695,0.895165920010789,0.000569053982177289,0.995892677759284
"A1AG1_N33_H(6)N(5)S(2)F(1)_1",-0.225448951385346,0.539388128892852,0.0122722072871223,0.995892677759284
"A1AG1_N33_H(6)N(5)S(2)F(1)_2",-0.241578215667369,0.702327962002943,0.0047767801619219,0.995892677759284
"A1AG1_N33_H(6)N(5)S(2)F(2)_1",-0.131063811255593,0.813452022632523,0.00182379759303403,0.995892677759284
"A1AG1_N33_H(6)N(5)S(2)F(2)_2",-0.340072695345084,0.575505015287321,0.0102264165611129,0.995892677759284
"A1AG1_N33_H(6)N(5)S(2)F(4)",0.284005763761347,0.594479180315503,0.00924752319169087,0.995892677759284
"A1AG1_N33_H(6)N(5)S(2)_1",-0.236007236556094,0.620004713933012,0.00802744995857129,0.995892677759284
"A1AG1_N33_H(6)N(5)S(2)_2",-0.0301546525445162,0.948862502685939,0.000134836229955633,0.995892677759284
"A1AG1_N33_H(6)N(5)S(2)_3",-0.342141532720158,0.557259348940596,0.0112289444030066,0.995892677759284
"A1AG1_N33_H(6)N(5)S(3)F(1)_1",0.107860848113306,0.750196981479742,0.00331748572001058,0.995892677759284
"A1AG1_N33_H(6)N(5)S(3)F(1)_2",-0.490486228023127,0.32022053425403,0.0318702422025744,0.995892677759284
"A1AG1_N33_H(6)N(5)S(3)F(1)_3",-0.415162460043032,0.380818962678319,0.0248636128345651,0.995892677759284
"A1AG1_N33_H(6)N(5)S(3)F(2)",0.430844941336238,0.393440625326598,0.0235913819498711,0.995892677759284
"A1AG1_N33_H(6)N(5)S(3)_1",-0.272495267362598,0.637248792432713,0.00726288427382064,0.995892677759284
"A1AG1_N33_H(6)N(5)S(3)_2",-0.530095817667399,0.285500710546298,0.0367031427924643,0.995892677759284
"A1AG1_N33_H(6)N(5)S(3)_3",-0.187333560899561,0.771309210998418,0.00276578161790108,0.995892677759284
"A1AG1_N33_H(6)N(6)F(1)",0.0461544420179469,0.961555217035657,7.61651429903396e-05,0.997481574810725
"A1AG1_N33_H(6)N(6)S(1)",0.0657081499190339,0.895776913013199,0.000562404114675559,0.995892677759284
"A1AG1_N33_H(6)N(7)S(2)F(4)",0.0574661991885735,0.935867882400527,0.000212228421734048,0.995892677759284
"A1AG1_N33_H(7)N(5)S(1)F(1)",1.19437883104972,6.02143303118353e-05,0.409794885735378,0.248203469545385
"A1AG1_N33_H(7)N(5)S(1)F(2)",-0.0517585111630143,0.936807089732598,0.000206045511367877,0.995892677759284
"A1AG1_N33_H(7)N(5)S(2)",-0.664855232020696,0.354162662686458,0.0277499243424241,0.995892677759284
"A1AG1_N33_H(7)N(5)S(2)F(2)_1",0.186563794319332,0.778976004590445,0.00257882188495445,0.995892677759284
"A1AG1_N33_H(7)N(5)S(2)F(2)_2",-0.593809633869429,0.643872578717873,0.00698149319833199,0.995892677759284
"A1AG1_N33_H(7)N(5)S(3)_1",-1.34766164668923,0.13322157237489,0.071237776478136,0.995892677759284
"A1AG1_N33_H(7)N(5)S(3)_2",-1.50003322135075,0.0882363750112309,0.0908652648315714,0.995892677759284
"A1AG1_N33_H(7)N(6)S(1)F(2)",-0.226108879679548,0.62327818494275,0.00787869749549746,0.995892677759284
"A1AG1_N33_H(7)N(6)S(1)F(5)",-1.18833254375202,0.0153372122997101,0.175206545653025,0.995892677759284
"A1AG1_N33_H(7)N(6)S(2)",-0.32652366379727,0.650559077683618,0.00670419832888497,0.995892677759284
"A1AG1_N33_H(7)N(6)S(2)F(1)",-0.621285545082594,0.365366821058141,0.026502215360741,0.995892677759284
"A1AG1_N33_H(7)N(6)S(2)F(2)",0.0992391738938731,0.861774866070434,0.000993342978033477,0.995892677759284
"A1AG1_N33_H(7)N(6)S(3)F(1)",-0.127306759078664,0.816012252332522,0.00177321853329544,0.995892677759284
"A1AG1_N33_H(7)N(6)S(3)F(2)_1",0.146643751393205,0.827633443458387,0.00155299823934433,0.995892677759284
"A1AG1_N33_H(7)N(6)S(3)F(2)_2",0.202743514564389,0.766613225664518,0.0028837916670564,0.995892677759284
"A1AG1_N33_H(7)N(6)S(3)_1",-0.467783012053377,0.471180637550388,0.0168764318381435,0.995892677759284
"A1AG1_N33_H(7)N(6)S(3)_2",-1.33228379245722,0.068220722981098,0.103266033430474,0.995892677759284
"A1AG1_N33_H(7)N(6)S(4)F(1)",0.176519298544155,0.672358301647399,0.00584613833431104,0.995892677759284
"A1AG1_N33_H(7)N(6)S(4)_1",-0.48292258461261,0.416520601638743,0.0214069996167684,0.995892677759284
"A1AG1_N33_H(7)N(6)S(4)_2",0.268816113945159,0.624184253000112,0.00783782646807772,0.995892677759284
"A1AG1_N33_H(8)N(8)S(3)F(2)",0.362407076370768,0.44977220613045,0.0185514858921075,0.995892677759284
"A1AG1_N33_H(8)N(8)S(4)",-0.187394888050861,0.76450172100866,0.00293772504256531,0.995892677759284
"A1AG1_N56/N72_H(11)N(9)",-0.769441430604537,0.306858423225969,0.0336490474366832,0.995892677759284
"A1AG1_N56/N72_H(5)N(4)S(1)F(2)",-1.09056494781748,0.142444621133643,0.0680907083769689,0.995892677759284
"A1AG1_N56/N72_H(5)N(4)S(1)F(3)",-0.183329842534161,0.70117951761436,0.00481548280182398,0.995892677759284
"A1AG1_N56/N72_H(5)N(4)S(2)F(3)",-0.759447973919768,0.18184849396577,0.0567543666772464,0.995892677759284
"A1AG1_N56/N72_H(5)N(5)S(3)F(1)",-1.39258187602594,0.0539172235064739,0.114652638076651,0.995892677759284
"A1AG1_N56/N72_H(6)N(5)F(6)",-0.327044403696442,0.716376417200389,0.00431762409657415,0.995892677759284
"A1AG1_N56/N72_H(6)N(5)S(1)F(2)",-0.984757286421646,0.199491780962254,0.052529029606949,0.995892677759284
"A1AG1_N56/N72_H(6)N(5)S(1)F(3)",-0.00338501591387608,0.994314089926301,1.66482535822627e-06,0.998920053473657
"A1AG1_N56/N72_H(6)N(5)S(2)",-0.816800546921297,0.269825380958869,0.0391288012414664,0.995892677759284
"A1AG1_N56/N72_H(6)N(5)S(2)F(1)",0.245258875313128,0.485928861736037,0.0157904777924926,0.995892677759284
"A1AG1_N56/N72_H(6)N(5)S(2)F(2)_1",-0.218888073802175,0.655287926296525,0.00651213467187888,0.995892677759284
"A1AG1_N56/N72_H(6)N(5)S(2)F(2)_2",0.10951290251657,0.784144626074039,0.0024567441775216,0.995892677759284
"A1AG1_N56/N72_H(6)N(5)S(2)F(3)",0.34409741151588,0.448014110506103,0.0186944926672744,0.995892677759284
"A1AG1_N56/N72_H(6)N(5)S(3)",-1.20598290406568,0.147322706716076,0.0665134533494881,0.995892677759284
"A1AG1_N56/N72_H(6)N(5)S(3)F(1)",0.0831244097999524,0.808766047162723,0.00191831503321071,0.995892677759284
"A1AG1_N56/N72_H(6)N(5)S(3)F(2)",0.560238814225188,0.318685616684142,0.0320697585005373,0.995892677759284
"A1AG1_N56/N72_H(6)N(5)S(3)F(3)",-0.299319545220822,0.681266886421532,0.00551520345439164,0.995892677759284
"A1AG1_N56/N72_H(6)N(6)S(2)",-0.619877112082046,0.424179726927564,0.0207200998267666,0.995892677759284
"A1AG1_N56/N72_H(6)N(6)S(3)F(1)",-0.616767449294079,0.35522694638898,0.0276291558083265,0.995892677759284
"A1AG1_N56/N72_H(6)N(6)S(3)F(2)",0.064940719066137,0.936303901650982,0.00020934662100632,0.995892677759284
"A1AG1_N56/N72_H(7)N(5)S(1)F(2)",-0.533786715414254,0.406816283812575,0.0223039666806478,0.995892677759284
"A1AG1_N56/N72_H(7)N(5)S(2)",0.415252955277797,0.398099584763832,0.0231360417752718,0.995892677759284
"A1AG1_N56/N72_H(7)N(5)S(3)",-0.00376760194654625,0.99436117773581,1.63736463210198e-06,0.998920053473657
"A1AG1_N56/N72_H(7)N(6)F(2)",-0.881746589231667,0.240578054627591,0.0441414817310254,0.995892677759284
"A1AG1_N56/N72_H(7)N(6)F(5)",-0.0519730028422832,0.92822402400927,0.000265972078039161,0.995892677759284
"A1AG1_N56/N72_H(7)N(6)S(1)",-0.925701205056635,0.236474781730406,0.0449020109024562,0.995892677759284
"A1AG1_N56/N72_H(7)N(6)S(1)F(1)",0.0722037369784614,0.936453141854919,0.000208364794120694,0.995892677759284
"A1AG1_N56/N72_H(7)N(6)S(1)F(2)",-0.203615871343356,0.641503705524116,0.00708135660522098,0.995892677759284
"A1AG1_N56/N72_H(7)N(6)S(1)F(3)",0.278080303175364,0.524578087516457,0.0131851401151898,0.995892677759284
"A1AG1_N56/N72_H(7)N(6)S(1)F(4)",-0.200013189345192,0.626832029350648,0.00771913743520639,0.995892677759284
"A1AG1_N56/N72_H(7)N(6)S(1)F(5)",-0.056389380369324,0.857615386313828,0.00105464869972596,0.995892677759284
"A1AG1_N56/N72_H(7)N(6)S(2)",-0.764820519813406,0.278793162986103,0.0377207949276873,0.995892677759284
"A1AG1_N56/N72_H(7)N(6)S(2)F(1)",0.195002379678193,0.518034319856457,0.0136030613360236,0.995892677759284
"A1AG1_N56/N72_H(7)N(6)S(2)F(2)",-0.00077804753178955,0.997943789480788,2.1771972986321e-07,0.999356814669639
"A1AG1_N56/N72_H(7)N(6)S(2)F(3)",0.144112773552638,0.714645037289754,0.00437279738314949,0.995892677759284
"A1AG1_N56/N72_H(7)N(6)S(2)F(4)",-0.0893962715857684,0.868491892507446,0.00089832309448181,0.995892677759284
"A1AG1_N56/N72_H(7)N(6)S(3)",-0.382656595193871,0.661969473311853,0.00624640061513752,0.995892677759284
"A1AG1_N56/N72_H(7)N(6)S(3)F(1)",0.180243288622218,0.678525348156307,0.00561584999818182,0.995892677759284
"A1AG1_N56/N72_H(7)N(6)S(3)F(2)",-0.636178525316966,0.358217411333496,0.0272923737834438,0.995892677759284
"A1AG1_N56/N72_H(7)N(6)S(3)F(3)",0.300624530240628,0.74509111841558,0.00345916971766257,0.995892677759284
"A1AG1_N56/N72_H(7)N(6)S(3)F(5)",0.0713790114232644,0.906779551502049,0.000449437732969896,0.995892677759284
"A1AG1_N56/N72_H(7)N(6)S(4)",-0.0725319557408966,0.931573173844967,0.000241673315570012,0.995892677759284
"A1AG1_N56/N72_H(7)N(6)S(4)F(1)",0.0245152957687332,0.932963942326712,0.000231927344431041,0.995892677759284
"A1AG1_N56/N72_H(8)N(6)S(1)F(1)",-0.849073694154429,0.176034408540652,0.058247600885748,0.995892677759284
"A1AG1_N56/N72_H(8)N(6)S(1)F(2)",-1.13249300708096,0.220922660756601,0.0479301985461341,0.995892677759284
"A1AG1_N56/N72_H(8)N(6)S(1)F(3)",1.92551817667286,0.0185263598116226,0.166195299917378,0.995892677759284
"A1AG1_N56/N72_H(8)N(6)S(2)",-1.66900484680799,0.0976840899624913,0.0859863572180058,0.995892677759284
"A1AG1_N56/N72_H(8)N(6)S(2)F(1)",0.0461486478007714,0.956172733883513,9.90070369675147e-05,0.997201864011755
"A1AG1_N56/N72_H(8)N(6)S(3)",-0.371489127138208,0.550227843055207,0.0116320003852531,0.995892677759284
"A1AG1_N56/N72_H(8)N(6)S(3)F(1)",-1.23670508786063,0.0431352140452484,0.125461488178761,0.995892677759284
"A1AG1_N56/N72_H(8)N(7)F(1)",-0.343069239122078,0.359095578818199,0.0271941863014783,0.995892677759284
"A1AG1_N56/N72_H(8)N(7)F(2)",0.756104372628276,0.226719533022522,0.0467734735014953,0.995892677759284
"A1AG1_N56/N72_H(8)N(7)F(4)",0.00241187402594123,0.997445698690005,3.35975324664827e-07,0.999356814669639
"A1AG1_N56/N72_H(8)N(7)S(1)F(2)",-0.372350986879146,0.577558881347089,0.010117381722025,0.995892677759284
"A1AG1_N56/N72_H(8)N(7)S(2)",-0.036522842580537,0.957705407219218,9.21973456734964e-05,0.997481574810725
"A1AG1_N56/N72_H(8)N(7)S(2)F(2)",-0.412531591273412,0.54138138211955,0.0121527391247733,0.995892677759284
"A1AG1_N56/N72_H(8)N(7)S(2)F(5)",-0.0296568110245302,0.978198136168347,2.44822733221945e-05,0.997817041926642
"A1AG1_N56/N72_H(8)N(7)S(3)",-0.449071773501151,0.489824966950823,0.0155124080983793,0.995892677759284
"A1AG1_N56/N72_H(8)N(7)S(3)F(1)",-0.0680258456167114,0.916314612492853,0.000361892325812927,0.995892677759284
"A1AG1_N56/N72_H(8)N(7)S(4)",-0.353416335844662,0.66920073320175,0.00596614686970444,0.995892677759284
"A1AG1_N56/N72_H(9)N(7)",0.642823279567576,0.495973693026513,0.015080838971606,0.995892677759284
"A1AG1_N56/N72_H(9)N(7)S(2)F(1)",-0.286528839349215,0.612563920546979,0.00837199835950186,0.995892677759284
"A1AG1_N56/N72_H(9)N(8)S(2)",0.200537306956653,0.755150745730469,0.00318312114151736,0.995892677759284
"A1AG1_N56/N72_H(9)N(8)S(4)",-0.38876540958286,0.519749273555732,0.0134926547207955,0.995892677759284
"A1AG1_N56_H(10)N(6)",0.555024399261923,0.250578250318207,0.0423499326891902,0.995892677759284
"A1AG1_N56_H(11)N(6)S(1)F(2)",-0.254350613633321,0.624290174240739,0.0078330570887137,0.995892677759284
"A1AG1_N56_H(4)N(3)S(1)",0.663842535345517,0.479312971019157,0.0162710149889174,0.995892677759284
"A1AG1_N56_H(4)N(6)S(1)",-0.342900571159069,0.372957014009318,0.0256857940892829,0.995892677759284
"A1AG1_N56_H(4)N(6)S(2)F(3)",0.0138692263846953,0.984257369109935,1.27635042610188e-05,0.998298313752391
"A1AG1_N56_H(5)N(4)F(2)_1",0.372063781566089,0.690900946076634,0.00516984983787526,0.995892677759284
"A1AG1_N56_H(5)N(4)F(2)_2",-0.353358386752522,0.364051230534829,0.0266460517157144,0.995892677759284
"A1AG1_N56_H(5)N(4)F(3)",0.46050781875501,0.586428778908695,0.00965513327640913,0.995892677759284
"A1AG1_N56_H(5)N(4)F(5)",-0.799826267984602,0.262533250570177,0.0403159410450914,0.995892677759284
"A1AG1_N56_H(5)N(4)S(1)F(1)",-0.414362333109241,0.327940010253284,0.0308849999577259,0.995892677759284
"A1AG1_N56_H(5)N(4)S(1)F(2)_1",0.69177441623853,0.209239468179097,0.0503709645697972,0.995892677759284
"A1AG1_N56_H(5)N(4)S(1)F(2)_2",0.224668052668105,0.643643533131256,0.00699111165685973,0.995892677759284
"A1AG1_N56_H(5)N(4)S(1)F(2)_3",0.392774934077,0.497684269812935,0.0149623377328847,0.995892677759284
"A1AG1_N56_H(5)N(4)S(1)F(3)_1",0.332908282115315,0.559089521716573,0.0111255845630404,0.995892677759284
"A1AG1_N56_H(5)N(4)S(1)F(3)_2",-0.432421504867326,0.489431551024644,0.0155403231437196,0.995892677759284
"A1AG1_N56_H(5)N(4)S(1)_1",0.340122119936314,0.707569339521663,0.00460239715806058,0.995892677759284
"A1AG1_N56_H(5)N(4)S(1)_2",0.411034849089608,0.773467215868794,0.00271244378140617,0.995892677759284
"A1AG1_N56_H(5)N(4)S(1)_3",-0.168301380146731,0.785400711138369,0.00242755568124217,0.995892677759284
"A1AG1_N56_H(5)N(4)S(2)F(1)_1",-1.36762330004527,0.401099499313503,0.0228467922348072,0.995892677759284
"A1AG1_N56_H(5)N(4)S(2)F(1)_2",1.27340381495844,0.169014820726025,0.0601246879485876,0.995892677759284
"A1AG1_N56_H(5)N(4)S(2)_1",0.635251651322216,0.214041832263383,0.0493493014106978,0.995892677759284
"A1AG1_N56_H(5)N(4)S(2)_2",0.166089999388738,0.715227170246925,0.00435420271080876,0.995892677759284
"A1AG1_N56_H(5)N(4)S(2)_3",0.444104179009791,0.326918483505137,0.031013665356089,0.995892677759284
"A1AG1_N56_H(5)N(5)F(2)",0.118554892028968,0.7720053982338,0.00274851318913191,0.995892677759284
"A1AG1_N56_H(5)N(5)S(3)F(1)",-0.0159874942153053,0.978402353093896,2.40256669881878e-05,0.997817041926642
"A1AG1_N56_H(6)N(5)F(2)",-0.366127397272895,0.582402043234899,0.00986325700974597,0.995892677759284
"A1AG1_N56_H(6)N(5)F(6)",0.119404973968935,0.861407792430889,0.000998677196455713,0.995892677759284
"A1AG1_N56_H(6)N(5)S(1)",-0.464574461644601,0.540510140695493,0.0122048604358965,0.995892677759284
"A1AG1_N56_H(6)N(5)S(1)F(1)_1",0.00583052582848907,0.987619796326834,7.89315143541491e-06,0.998520677080993
"A1AG1_N56_H(6)N(5)S(1)F(1)_2",1.11304022835911,0.152765555721954,0.0648187478450925,0.995892677759284
"A1AG1_N56_H(6)N(5)S(1)F(2)_1",0.528211984170005,0.294175156601645,0.0354296819614483,0.995892677759284
"A1AG1_N56_H(6)N(5)S(1)F(2)_2",-0.156257493851166,0.853137352323179,0.00112276627514182,0.995892677759284
"A1AG1_N56_H(6)N(5)S(1)F(2)_3",-0.075416633480011,0.901467932964605,0.000502370603724897,0.995892677759284
"A1AG1_N56_H(6)N(5)S(1)F(3)_1",0.127979395624516,0.865749176768529,0.000936529236258716,0.995892677759284
"A1AG1_N56_H(6)N(5)S(1)F(3)_2",0.403401272966559,0.361838532679314,0.0268895515022836,0.995892677759284
"A1AG1_N56_H(6)N(5)S(1)F(3)_3",-0.35494410198117,0.633163726340989,0.00743979265767169,0.995892677759284
"A1AG1_N56_H(6)N(5)S(2)F(1)_1",0.431752167842685,0.593610396386289,0.0092909729832038,0.995892677759284
"A1AG1_N56_H(6)N(5)S(2)F(1)_2",0.356961294716663,0.370085057764085,0.0259920442860806,0.995892677759284
"A1AG1_N56_H(6)N(5)S(2)F(1)_3",-0.561679511910954,0.537929553378674,0.0123601331311748,0.995892677759284
"A1AG1_N56_H(6)N(5)S(2)F(2)_1",0.889593380615859,0.156872638383406,0.0635826666819752,0.995892677759284
"A1AG1_N56_H(6)N(5)S(2)F(2)_2",0.294811808402865,0.740725906048483,0.00358289121660211,0.995892677759284
"A1AG1_N56_H(6)N(5)S(2)F(2)_3",0.004336265973868,0.992950136105481,2.55937503463651e-06,0.998920053473657
"A1AG1_N56_H(6)N(5)S(2)F(3)_1",0.500694118584712,0.338661471219104,0.0295650097062694,0.995892677759284
"A1AG1_N56_H(6)N(5)S(2)F(3)_2",0.25342809260893,0.375481005340578,0.0254192825405228,0.995892677759284
"A1AG1_N56_H(6)N(5)S(2)F(3)_3",-0.809361904772401,0.154838580923815,0.0641903974610703,0.995892677759284
"A1AG1_N56_H(6)N(5)S(2)F(4)_1",-0.110365475110293,0.765478166431856,0.00291271669413876,0.995892677759284
"A1AG1_N56_H(6)N(5)S(2)F(4)_2",0.405040889049236,0.649799431778267,0.00673536269928886,0.995892677759284
"A1AG1_N56_H(6)N(5)S(2)_1",0.533630667621573,0.268752872827179,0.0393009704534357,0.995892677759284
"A1AG1_N56_H(6)N(5)S(2)_2",0.02766604502886,0.967778859599305,5.34894426795299e-05,0.997817041926642
"A1AG1_N56_H(6)N(5)S(2)_3",0.149420037696748,0.851280162321834,0.00115166274908101,0.995892677759284
"A1AG1_N56_H(6)N(5)S(3)F(1)_1",0.302100985572191,0.354049358704329,0.027762809753349,0.995892677759284
"A1AG1_N56_H(6)N(5)S(3)F(1)_2",0.25633635335842,0.399976603922911,0.0229547027154965,0.995892677759284
"A1AG1_N56_H(6)N(5)S(3)F(1)_3",-0.143588213432993,0.73858478111465,0.00364445432454413,0.995892677759284
"A1AG1_N56_H(6)N(5)S(3)F(2)_1",-0.0767644800409358,0.834774745045486,0.00142522691372726,0.995892677759284
"A1AG1_N56_H(6)N(5)S(3)F(2)_2",0.569155052085161,0.492639725998728,0.0153137483963446,0.995892677759284
"A1AG1_N56_H(6)N(5)S(3)F(2)_3",0.310577298235887,0.508107729416648,0.014254628902625,0.995892677759284
"A1AG1_N56_H(6)N(5)S(3)_1",0.698562726367112,0.268796275506824,0.0392939869998701,0.995892677759284
"A1AG1_N56_H(6)N(5)S(3)_2",-0.136185697107296,0.892451424532296,0.000599078346235005,0.995892677759284
"A1AG1_N56_H(6)N(5)S(3)_3",-0.404821577044528,0.432309873540282,0.0200105227891611,0.995892677759284
"A1AG1_N56_H(6)N(5)S(4)",0.403498203104892,0.605143236007667,0.00872463726482522,0.995892677759284
"A1AG1_N56_H(6)N(6)S(3)F(1)",0.583755338728111,0.0898594789330415,0.089989758295648,0.995892677759284
"A1AG1_N56_H(6)N(7)S(3)",0.316885217116947,0.521912080284992,0.0133543098546761,0.995892677759284
"A1AG1_N56_H(6)N(8)S(1)",-0.0475108360554296,0.940659106430022,0.000181648681836474,0.995892677759284
"A1AG1_N56_H(7)N(5)F(1)",-0.159964481015041,0.821462863706933,0.00166802456759532,0.995892677759284
