"Accession","SICK-0168-KB","SICK-0166-KB","SICK-2106-MW","SICK-2096-MW","SICK-0167-KB","SICK-0174-KB","SICK-4176-SJ","SICK-2102-MW","SICK-0157-KB","SICK-4191-SJ","SICK-0170-KB","SICK-4196-SJ","SICK-2118-MW","SICK-0139-KB","SICK-0146-KB","SICK-4165-SJ","SICK-2099-MW","SICK-2117-MW","SICK-0155-KB","SICK-0175-KB","SICK-4206-SJ","SICK-2108-MW","SICK-2107-MW","SICK-4184-SJ","SICK-0162-KB","SICK-0138-KB","SICK-0135-KB","SICK-0169-KB","SICK-0164-KB","SICK-0145-KB","SICK-0156-KB","SICK-2101-MW","SICK-0153-KB","SICK-0144-KB"
"A1AG1_N103_H(6)N(5)S(2)F(1)",376481.7022,633788.218,2665861.758,1095214.401,716480.3672,2139993.377,2086174.434,1327863.417,1584509.355,2141751.587,425691.0005,227888.9089,754401.9611,1065679.384,647045.7517,168109.2069,1849280.558,1884681.273,2276265.317,4961032.208,447331.5658,3781585.055,2472976.066,1459652.427,2658914.783,184374.575,3154627.102,1156981.71,756352.9726,2703111.711,122052.6051,494570.8682,2800849.5,2739927.647
"A1AG1_N103_H(6)N(5)S(2)F(2)",12065985.26,6249449.557,7758645.176,7669918.182,14442534.81,9251989.116,17576039.19,16116744.29,22055461.77,11854282.26,202744.6738,30819890.39,2304179.629,14401535.79,2086831.41,47851321.9,3961336.695,2432211.545,11221543.74,5616579.492,6772742.509,13500403.45,18720445.37,6382171.268,5166114.346,4390545.062,577446.2236,6875270.987,2992334.951,6026253.266,9043556.716,20986563.54,10457390.51,20621434.89
"A1AG1_N103_H(6)N(5)S(3)",66221313.14,30416440.78,35517641.86,35541436.76,43354415.59,56019443.28,64468013.81,85707679.19,76728857.4,76348932.39,550129.8759,86061789.77,47469668.5,41165132.09,7437968.661,122840779.9,12540729.1,9103139.384,38079321.6,13205051.09,15582105.94,53003026.18,96496454.19,19948112.85,22459259.62,10703448.47,11037075.17,32980633.32,7829161.047,26882344.68,25184704.48,53894717.08,32592364.45,48991768.52
"A1AG1_N103_H(6)N(5)S(3)F(1)",8595399.481,9261696.515,24577307.95,11798446.06,1358280.722,26165228.52,19415316.3,13302204.66,12729057.83,18079556.06,677867.2128,740745.1708,9739913.748,8029795.978,5716010.477,807962.191,12037663.92,13034028.1,10281018.66,19560593.97,1901670.686,16749400.15,13769656.69,6810797.048,13803609.58,752428.8167,14424380.65,6401173.91,3794699.431,16861157.09,729462.2118,1066660.358,10112241.25,7211889.375
"A1AG1_N103_H(6)N(5)S(3)F(2)",1329040.44,576972.1731,5470713.543,2460438.945,157413.9653,7130231.21,3942845.391,607940.3687,380857.0649,734177.5655,218057.2677,24608.09293,439334.1743,212071.0904,116901.9064,49038.10861,2058223.246,3484273.016,521019.4955,2511973.424,9409.929937,1155315.872,1394535.671,283579.007,1455538.287,141770.4592,1671261.457,189268.2857,156665.5475,990188.9149,610895.1776,24470.57067,616098.2369,354881.0391
"A1AG1_N103_H(6)N(6)S(3)F(1)",1955132.209,642795.7783,334701.0219,342135.3014,999990.8749,533180.1329,275981.7596,2279942.117,1111210.594,2676683.287,1256868.408,4172054.247,1761831.244,636675.3148,403661.5532,1920169.765,408046.1963,387963.8464,690563.2338,364609.7998,593489.3914,932521.136,1382945.257,488414.0939,70050.13454,623930.3393,415392.0492,1123514.049,120184.7109,2293702.479,5584324.766,778643.3957,1120841.548,861734.0765
"A1AG1_N103_H(7)N(6)S(1)F(3)",67376.70548,2714592.434,800587.0306,280430.2707,56665.01658,516867.9429,871007.3386,162297.0345,298401.5781,485475.7376,567568.0617,200678.4559,388672.1821,75108.63282,173582.9417,182949.394,448815.1454,269035.938,580954.7096,536157.8516,104591.151,661056.3022,820143.5038,435004.3436,700360.8226,60649.73062,552738.7528,362853.9524,459086.6636,970893.3057,23488.15968,69514.37468,798583.3958,409838.9081
"A1AG1_N103_H(7)N(6)S(2)",1314428.604,598762.1196,982925.8696,1113371.454,1177081.088,785414.3655,2338993.189,2288896.638,2874054.972,2895944.198,107469.0588,5564733.124,3785580.755,814718.4545,575735.2082,6091497.172,658310.7721,113607.1801,3342733.6,363686.1329,1355754.229,3109498.172,5404265.701,2262307.768,1781257.311,900055.7046,584879.2988,3329702.523,1384322.68,3753493.899,10258881.31,6157438.056,4745480.947,4341864.605
"A1AG1_N103_H(7)N(6)S(2)F(2)",24529451.36,13518701.46,11952702.81,17469465.85,11836558.48,12678846.59,26498183.78,22607698.77,26133811.41,31200938.14,997657.4347,44534273.59,42111440.78,10117628.98,6466246.079,40352446.66,8323035.051,3258830.092,25019219.6,3814516.469,9079862.43,20704458.05,39804115.82,14515526.98,12178381.47,4532768.747,5311035.444,28260729.39,7358596.203,28070564.11,52493203.56,29313856.96,23800903.63,20261328.22
"A1AG1_N103_H(7)N(6)S(3)",26866660.67,15864767.26,13851546.42,22064945.63,13925255.44,12897008.73,33260757.16,27130036.15,35153857.52,44071405.1,1107892.155,52496773.52,49180505.13,11545256.65,7459147.634,49077425.45,11345107.57,3899631.28,32505307.9,6521319.123,11400196.49,26435881.78,51865849.41,16596295.21,13749065.03,4925919.321,9092211.249,37425385.22,8454611.081,34169121.84,66766422.88,36338102.53,30323940,23590882.68
"A1AG1_N103_H(7)N(6)S(3)F(1)",2826938.348,6819702.908,24416094.55,15929257.34,1945218.004,14518662.33,23118399.95,6546588.297,9237827.847,11584406.11,5425180.408,2155227.882,12401456.8,5735830.978,4953369.394,3494915.256,13279755.31,9276851.151,13566333.57,9435470.953,2790904.068,11561295.03,12747460.88,7259513.931,11984769.35,1705068.092,11393144.64,10465723.73,6261423.797,17723597.11,2943569.629,1798699.913,12630036,6716863.132
"A1AG1_N103_H(7)N(6)S(3)F(2)",124128700.7,451530.3679,13482233.61,87669770.99,58171098.04,8294076.544,9573943.191,976617.5472,113212649.4,109526883.2,3792443.778,143399378.8,117748753.8,36183978.17,959408.5112,130392891.4,8135143.466,8439559.859,89257463.18,6716199.789,27496029.81,62999969.29,97530849.69,1565439.375,4122650.057,14396161.27,6665291.809,81981638.73,22553388.05,5221663.898,134725539.9,20325141.69,2316311.086,607753.8209
"A1AG1_N103_H(7)N(6)S(3)F(3)",7211389.453,7772453.396,67229568.46,32596380.54,11763577.62,24786237.91,62881255.24,3140710.556,9634354.723,42536626.05,1373517.994,2560448.247,16037194.93,5659621.433,7277414.16,2676000.871,60131837.31,20484625.4,4161220.59,11733542.42,4271441.155,5007953.93,5507876.762,6555600.195,9953700.261,12234052.94,16089709.14,12063657.3,7805489.078,17845863.2,1065009.774,1565342.738,4538690.963,6267403.353
"A1AG1_N103_H(7)N(6)S(3)F(5)",838649.7495,774541.4734,2241146.535,759639.3043,266055.0335,1984551.16,1605517.621,1272907.297,1623542.172,1060829.044,853779.3556,1418172.253,1436212.428,733072.8418,266838.1773,2856822.838,470029.3887,3115401.123,884916.3957,629041.7367,308135.2752,645521.6335,1517556.039,392841.8829,208783.1963,284381.7969,1106633.708,779004.6313,195687.6911,894087.869,2122268.819,1916552.434,922080.5404,2177634.507
"A1AG1_N103_H(7)N(6)S(4)",248719930,56029350.59,107684774.1,113841337.7,64786827.61,72018171.04,237059310.1,136740612.2,146934426,160678667.1,4186786.988,154170623.5,151847511.9,47368413.43,27847916.1,144251303.6,42757290.09,20841279.42,104135690.5,13406178.19,28150247.37,73354896.52,128387072.5,38295141.62,42843072.68,14433897.51,23611488.71,108262804.9,21536365.89,68152697,156565242.4,81678779.97,61228568.15,52559538.62
"A1AG1_N103_H(7)N(6)S(4)F(1)",18388014.23,17280648.41,188342476,86748166.24,41173.14784,75332531.03,194118301.9,20458961.86,33746708.84,42101506.27,3485223.124,648048.6056,44894395.26,10230618.56,14854517.2,557910.1312,52673129.13,48859315.17,40091758.25,21283172.55,4521176.499,29062150.07,35860971.93,18145469.78,35982901.44,578876.8384,40056032.5,27515065.79,13739625.94,31153338.97,1503489.562,1120291.383,23098980.55,11258504.98
"A1AG1_N103_H(7)N(6)S(4)F(2)",2034784.281,3868972.023,115608197.5,26373727.27,617450.9396,48206406.59,64963676.33,3636727.423,5925838.619,9209182.722,2315517.702,366603.0876,7633805.549,1720207.415,4910991.51,636402.0419,40894023.64,50503188.4,7313167.604,22126251.22,709531.2237,8837241.153,6396355.793,4937459.772,14725419,95706.59363,27276860.42,5071354.522,4599519.719,12640817.8,88413.713,498698.2159,6192760.893,2080073.864
"A1AG1_N103_H(7)N(6)S(4)F(3)",158154.3798,482584.686,30841002.32,5911692.272,287698.7859,11674466.34,15130850.74,595588.2548,823066.5854,1583770.869,1606932.203,2789056.344,1248175.189,211041.0753,1147143.831,75008.6202,12878678.02,18017016.26,1028462.696,8110713.049,616457.6272,2118104.771,1059005.734,926052.3516,4012655.645,351782.8368,9199716.501,695117.7828,1266266.703,3120025.148,322841.5109,1808507.238,1124156.081,302529.3364
"A1AG1_N103_H(7)N(7)S(3)F(1)",1376972.477,1013595.673,579308.4975,728963.0753,2258586.674,918110.1768,2126441.438,1559917.52,2237688.408,2304668.452,6655406.733,2398264.593,1369850.724,1073854.961,1301017.057,1079474.622,369980.2452,422348.1961,1362190.895,873552.7104,3639433.907,1465860.63,1720578.108,3351898.938,1674413.944,2589021.187,998220.5042,1284855.091,1199412.084,1267585.444,1187472.184,3482631.306,2881950.87,1374669.377
"A1AG1_N103_H(8)N(7)S(3)",3150249.598,1018015.151,1332446.13,2107664.935,2783268.471,1633402.54,2540796.096,4536359.398,6160076.492,4732065.468,231180.0186,6540709.296,5564006.809,2963261.311,1333910.443,11147890.23,757601.2508,927041.0663,3450069.313,611779.6816,1666812.43,2260822.723,4894387.303,1743278.797,1426163.157,1147427.743,787205.945,3669084.201,1132094.234,3273754.196,6654628.13,5751129.356,3432635.656,5293916.999
"A1AG1_N103_H(8)N(7)S(4)",18019602.95,7571763.347,7033770.314,10730159.84,15100091.1,8268254.163,14458817.56,17829099.32,26589921.35,23570053.22,894622.0321,25314150.77,22241107.65,10484778.24,4544580.747,31640896.23,6914784.55,2489487.516,9776962.771,2550380.529,4440723.369,7356956.639,12772174.08,4750885.441,4141939.09,2891637.095,2343677.763,12041176.37,4870113.661,6566281.799,15011111.01,13377402.58,7475995.553,12051200.17
"A1AG1_N103_H(8)N(7)S(4)F(1)",1864195.284,1397474.575,9366788.005,7764926.021,37612.25247,6590220,9501687.48,3151996.998,6201476.122,6878721.503,468820.6431,683302.2897,5781371.706,1895860.628,1801899.055,1025394.403,4143753.132,2702075.348,4194186.25,2901752.196,823236.226,2902346.11,3742816.471,1659218.901,2870190.13,357590.0047,2977659.564,3422167.341,1326095.889,3458325.895,714901.3868,826567.3179,2566076.8,2668287.071
"A1AG1_N103_H(8)N(7)S(4)F(3)",416036.5492,582732.7857,9300085.718,1894609.636,767554.2291,4284758.57,3330484.808,461463.7199,363832.4293,600386.5518,666816.608,858284.4835,200497.8059,767387.9312,261278.2355,1649861.696,2498140.619,4289427.317,171613.3566,4081976.343,683270.8875,504236.7987,308793.1482,236164.7733,816511.3078,445163.1708,2430386.482,97605.90442,559135.8997,769827.4648,414261.9301,839432.9577,733694.9631,354881.0391
"A1AG1_N103_H(8)N(7)S(5)",416036.5492,799990.7323,10979778.59,4610840.033,37612.25247,6284839.386,6517217.464,1203189.907,1425253.608,2335285.134,468820.6431,299037.2768,1266407.622,416709.4635,804084.151,300147.6062,4331380.055,5053340.849,1330140.088,4286534.928,1183874.906,1224502.502,1112591.548,701591.2381,1929981.206,180016.3864,2923507.534,928671.3663,636596.5071,1934523.21,287678.9369,289428.4409,1023691.385,872188.3592
"A1AG1_N103_H(9)N(5)S(1)",1671383.222,1825206.25,1458336.578,4205137.958,1450247.708,1454466.468,2196647.87,3495315.265,2496220.927,2030555.881,339593.4221,6275193.948,5987301.127,2980367.178,1714639.349,4368472.3,4519844.495,3537049.39,3616235.09,2282935.146,1580232.116,3025328.047,3011296.491,1935386.315,3613442.915,965257.3598,1645890.652,2454918.399,3306032.736,1300660.832,328002.3845,162953.6736,2767180.589,3624174.985
"A1AG1_N33_H(10)N(6)",2388382.55,783663.3007,687363.5752,877707.5583,1606961.357,1522285.841,2677909.85,1376789.01,1773557.554,983829.0105,1819739.32,2305874.898,2050140.817,1623531.072,1701814.401,1906816,1281822.624,534682.2298,2319985.402,2695874.279,2686555.338,2077173.099,2131723.567,1057631.027,2103136.688,1937477.045,1081728.588,2020432.441,2058671.788,4043382.307,3624645.078,3114432.923,1688535.764,2548255.269
"A1AG1_N33_H(11)N(7)S(1)",4404639.247,4007651.497,2723298.256,2229789.485,951967.1398,2793865.877,5350028.953,5155759.399,4909291.327,7421215.569,6929377.494,2093075.441,4819425.188,5982355.841,1460838.736,1486503.444,2358241.295,1163197.522,3116807.601,1142849.195,3266865.34,6292385.167,1303383.799,597209.0989,1256807.414,3716369.652,2764127.486,3766491.541,2399689.49,1989170.705,5783065.193,8785216.609,6209409.262,3581942.312
"A1AG1_N33_H(11)N(7)S(1)F(1)",182399.8911,436697.427,856132.5534,937678.2157,214848.1693,461011.8073,2249142.495,590233.9212,656168.9169,1774415.243,666816.608,869179.1352,342084.0126,397426.4905,412079.3742,677824.4658,2192048.43,2724816.232,523414.3813,1364347.912,428117.5844,2199507.66,49746.99354,182560.6303,910725.6608,80953.28036,1005581.714,631601.1581,1314245.224,656965.9327,756460.6271,350748.5756,674386.1129,341556.914
"A1AG1_N33_H(11)N(8)F(1)",4137152.603,3938083.626,2637771.013,2058493.318,8192314.799,1474438.617,3497679.116,4260215.639,5227460.542,932390.1204,1368164.52,556750.344,2047555.437,3557051.885,16572113,800203.2184,1270686.778,1556787.684,1986647.215,4532778.16,7353009.308,5330786.241,2744452.498,5545836.803,2930024.169,10427768.63,2967444.733,957923.7651,26150625.98,8192473.39,1262909.052,4993222.007,6827017.589,1964475.013
"A1AG1_N33_H(4)N(6)S(2)F(2)",827991.1819,126395.531,208540.1206,133407.5675,287230.1174,240523.4327,3203600.55,115648.5665,194556.5515,551178.7177,477290.4445,1045798.822,482414.6644,165483.4169,648640.4295,226085.3555,699398.8751,840415.0051,667712.4861,634146.7495,443014.8999,1159551.938,1162315.993,721041.1978,2726645.698,2101930.555,399768.8668,257185.5434,1395494.37,1798702.989,396992.5486,546140.2364,919459.5616,1019825.503
"A1AG1_N33_H(5)N(3)S(1)F(1)",691072.5356,401342.7056,358407.9626,686339.4375,538707.7891,763523.6255,1528026.728,394221.6958,602655.4098,1006672.432,4547377.539,872366.9382,848990.3736,586904.3966,355889.3055,740536.7905,501508.317,482850.6331,1383826.501,539117.8227,699032.1977,838894.4466,1173268.189,391760.3585,574653.7306,688074.7804,844981.873,1170526.979,531437.4281,789409.8788,965326.2748,1041428.533,707775.62,1234859.214
"A1AG1_N33_H(5)N(4)F(2)",71775.22301,292142.5354,291062.9515,404262.8193,193772.7802,412790.6708,669976.0891,417402.0935,392198.9672,247658.0246,563380.6736,411427.153,251993.3225,134549.2879,971513.6919,45809.47209,22312.80627,195952.4253,210821.8137,593611.3575,150849.6114,239018.7334,4247573.638,2366538.848,393661.6342,100333.6249,313167.0322,109385.8042,57183.91364,272861.04,100301.8283,240738.0498,150263.2833,154600.981
"A1AG1_N33_H(5)N(4)F(4)",2027967.576,988348.5667,196941.2882,366974.1698,9722902.485,579829.3777,15313887.97,592548.6186,6416218.98,4898475.596,848701.2178,994634.4314,542893.7089,1711243.091,773089.2497,420324.0005,1806556.377,950355.7206,849166.1023,978574.4182,1464362.753,2735401.65,11009113.9,617198.4776,3252005.135,2001893.734,559936.7782,418480.3683,2270427.324,985731.7341,562839.3966,5583343.422,1986380.32,2024717.017
"A1AG1_N33_H(5)N(4)S(1)F(2)_1",5006369.92,2988106.996,1416198.295,2152085.629,10773575.13,4489205.418,30826106.45,1416814.414,10392808.19,10438903.02,137385.3385,6910553.402,1817810.89,12294147.35,551087.6488,2332923.022,3087487.39,11734231.45,6171862.509,198750.1483,2729246.023,8895461.459,45776461.7,1536904.333,11587745.07,9373925.127,672716.0724,2049229.733,4718622.87,1635900.305,3308891.443,5093255.978,4595057.185,4637535.068
"A1AG1_N33_H(5)N(4)S(1)F(2)_2",2662445.188,1479534.035,532680.9465,2005374.328,11410593.09,1099829.915,20921809.29,814069.5368,8332051.04,7007375.294,2275347.429,1453930.471,658030.0459,2874964.241,1184605.166,1034812.289,3049720.522,1905509.844,2546908.958,1268763.495,4594557.016,3950830.681,14237175.14,1960800.507,4800371.922,4318118.116,1178199.664,265187.1985,3731489.187,2289717.563,987443.3403,8862682.708,4405238.239,5347020.119
"A1AG1_N33_H(5)N(4)S(1)F(3)",1010583.568,737698.0029,1610645.205,568932.2218,99380.32449,254584.3834,8697825.11,1419650.971,547826.9254,117444.4166,1147022.277,796502.8346,417154.1956,495124.6349,187233.7827,570635.4962,650302.5725,1271269.397,306770.7784,133378.2072,338143.822,219131.4835,2201541.194,182560.6303,309534.1974,88137.99636,92927.52664,142691.6909,370975.1966,390519.072,756460.6271,452172.7504,220512.5819,65133.82317
"A1AG1_N33_H(5)N(4)S(2)_1",10376268.68,4779752.513,1973690.808,3629945.986,19463720.81,7759164.336,67364021.33,1982114.113,19360616.54,19777961,305000.1454,10878337.87,2039734.497,22555517.79,869623.1375,3857822.688,4926528.121,20896739.48,10893399.34,252022.4603,4810667.288,15056992.53,83389544.79,2239423.85,20578561.9,16133695.03,918654.2948,3650585.292,9070641.713,1515274.667,6210739.845,9340106.999,9445927.325,9595253.989
"A1AG1_N33_H(5)N(4)S(2)_2",4228647.493,2235140.826,927248.64,1111932.634,16330686.37,2686007.268,31964135.59,1261383.193,12756532.39,9620722.715,3011304.483,2273259.094,1658724.866,3971593.568,2061665.767,2051377.629,4577542.206,3190497.971,3884928.891,2153384.489,8531839.452,6199293.06,19932148.13,4646184.14,8264696.383,7970371.361,4748931.275,830385.8656,8285346.152,11296282.5,2870632.952,16882673.89,9523986.867,9173760.571
"A1AG1_N33_H(5)N(4)S(2)F(1)",182399.8911,313644.4593,1032429.424,553923.1103,705327.9243,1168360.757,19945969.41,239948.8361,301227.0929,210156.4503,208819.0393,753742.18,601576.2227,397426.4905,182453.6699,711703.6574,806881.7165,1521864.668,254924.1286,484071.2546,342435.1163,304741.9946,3395398.508,156198.9691,402581.7936,528459.5468,106950.6276,846442.386,462378.2837,456276.7293,153352.5533,678695.4148,254907.7624,372353.186
"A1AG1_N33_H(5)N(5)S(1)F(1)",5630158.569,2042824.314,461914.2074,612212.8978,1523333.134,626819.6519,6271076.271,1969697.883,4222314.804,4428626.189,814766.1024,474995.22,1015210.176,2907088.792,655070.0608,468471.922,2320610.803,990865.2954,6354805.055,592992.8413,2007957.311,1731912.145,5047029.815,230861.7532,3405488.645,686608.4568,456097.6046,1303754.963,939595.6614,3366043.022,2076204.749,1894694.386,1348962.543,2386588.609
"A1AG1_N33_H(5)N(5)S(1)F(2)",330814.6363,354403.6972,145380.1349,238183.7651,428849.1144,161367.6752,776365.877,341691.4421,314232.4448,597532.0689,4294616.066,184632.8876,93238.53912,151869.6263,245908.6147,13962.34148,216244.7531,184034.8723,603666.6806,263389.0937,499484.5057,523199.3076,924214.6552,339910.0982,316113.164,897041.3507,246306.6091,167576.1535,394877.5127,551774.4864,354301.9666,1106397.424,437712.7236,427353.6841
"A1AG1_N33_H(5)N(5)S(2)_1",432305.0453,413849.7776,559418.0232,236945.0914,438187.9522,709351.6917,942144.5448,143782.7387,420821.6998,717023.1631,1352879.16,456377.0217,46368.14691,196091.2875,400265.4603,64925.91365,137385.3385,399394.242,644098.1451,301153.7383,719427.9196,582363.8821,893927.3415,234626.3464,356050.9336,860984.391,215598.6134,284432.6301,332056.5474,288899.6705,367608.2557,1046909.396,555941.5526,560353.7956
"A1AG1_N33_H(5)N(5)S(2)_2",560813.8217,799990.7323,4076285.494,3005190.428,220973.994,87965.0765,896070.0142,379793.5501,181353.5157,674412.5552,818382.1507,916833.8889,195798.4118,664270.4399,209881.7888,753098.2288,687068.4611,334222.4714,1380338.185,473061.7554,1895564.667,836616.7818,540565.614,481403.9769,85267.41033,581173.9414,286019.5348,489730.7204,226471.7985,125924.5678,541302.1766,475588.2461,491828.1856,413380.8489
"A1AG1_N33_H(5)N(5)S(3)F(2)",919102.5657,429194.8785,856132.5534,422377.3138,183484.7859,1566337.665,3052785.143,826986.8388,935052.8995,509036.641,2969161.16,1585343.802,2392343.918,525973.8108,1239005.109,604892.5256,1315210.261,1908855.784,1319451.963,826302.0601,1090921.77,1235648.296,801697.5039,795550.3012,4575605.331,791791.9798,479757.9215,697022.1522,4119862.849,1511279.88,2393775.882,1195375.695,1173233.571,3062039.568
"A1AG1_N33_H(6)N(5)F(6)",12104125.08,4153096.294,541459.0558,918137.5215,2926555.587,884666.7872,9059084.028,3860458.849,8737627.023,8400090.577,766699.7376,857380.0787,1955685.795,5307830.921,1235619.463,996484.6992,4667463.206,1872940.71,10928831.21,1140827.947,3926824.748,3370497.118,9704043.112,934271.0912,8226075.572,2974110.401,632648.5749,2416906.382,2050783.794,7543234.752,2724476.247,3692496.42,1100715.325,4210557.816
"A1AG1_N33_H(6)N(5)S(1)_1",561857.5893,353526.399,930343.9651,1208280.988,446240.0023,948157.2411,3233455.853,594946.7946,4939180.899,1377319.427,1478399.118,5052888.638,409050.204,1661472.069,1783481.939,1945141.379,269236.5693,8216968.032,4561613.54,260189.7611,8085304.035,3975400.681,5984567.229,594361.1414,3389418.709,6701994.295,252440.4225,759211.351,3489313.99,7697000.004,4639456.974,12837428.51,6283643.194,12805634.15
"A1AG1_N33_H(6)N(5)S(1)_2",913888.4855,864426.8373,313803.6113,488418.4959,1766369.494,602353.8255,716300.3786,732881.9026,1480317.573,2174620.076,1015669.612,939171.5485,530996.1363,1391132.736,873390.2868,1630523.274,568788.4228,19450509.92,1437887.896,879663.5257,2204305.176,1760833.296,1759885.729,1594435.028,658434.4149,3411534.107,748267.5681,921445.3936,682738.7947,11442356.8,754333.497,1268234.601,708443.9014,2555445.519
