"Accession","SICK-0168-KB","SICK-0166-KB","SICK-2106-MW","SICK-2096-MW","SICK-0167-KB","SICK-0174-KB","SICK-4176-SJ","SICK-2102-MW","SICK-0157-KB","SICK-4191-SJ","SICK-0170-KB","SICK-4196-SJ","SICK-2118-MW","SICK-0139-KB","SICK-0146-KB","SICK-4165-SJ","SICK-2099-MW","SICK-2117-MW","SICK-0155-KB","SICK-0175-KB","SICK-4206-SJ","SICK-2108-MW","SICK-2107-MW","SICK-4184-SJ","SICK-0162-KB","SICK-0138-KB","SICK-0135-KB","SICK-0169-KB","SICK-0164-KB","SICK-0145-KB","SICK-0156-KB","SICK-2101-MW","SICK-0153-KB","SICK-0144-KB"
"A1AG1_N103_H(6)N(5)S(2)F(1)",18.5222240550749,19.2736435912882,21.3461710798901,20.0627832084597,19.4505696607139,21.0291755751633,20.9924290537013,20.3406764156268,20.5956056572919,21.0303604004282,18.6994504540387,17.7979775170644,19.5249758131697,20.02334338307,19.3035104308725,17.3590477956615,20.8185334649187,20.8458898982276,21.1182379282597,22.2422091836514,18.7709882647667,21.8505600190521,21.2378174297874,20.4771944326059,21.3424066521337,17.492288023044,21.5890385057443,20.1419358742332,19.5287020461828,21.3661902381374,16.8971553831002,18.9158206543939,21.4174335485721,21.3857068924517
"A1AG1_N103_H(6)N(5)S(2)F(2)",23.5244425088375,22.5752979249331,22.8873735045244,22.8707799454432,23.7838207360296,23.1413322940526,24.067106738007,23.9420570911997,24.3946326957357,23.498905100671,17.6293116048898,24.877358441983,21.1358223860819,23.7797194342828,20.9928833140624,25.5120554742914,21.9175562622696,21.2138378771431,23.4197679529335,22.4212606199329,22.6913089297206,23.686499292915,24.1581114991386,22.6056161197833,22.3006484247902,22.0659689514418,19.1393295703509,22.7129853572538,21.5128407257106,22.5228301152334,23.1084590067325,24.3229626837833,23.3180196950601,24.2976414566294
"A1AG1_N103_H(6)N(5)S(3)",25.9807923050348,24.8583480557158,25.0820325041476,25.0829987081911,25.3696756350041,25.739424335977,25.9420802228827,26.3529211529784,26.1932659543277,26.1861046666337,19.0694153504391,26.3588695243458,25.5005026694798,25.2949195546493,22.8264774326258,26.8722143477804,23.5801180060507,23.1179328986851,25.182504478721,23.6545866567303,23.8933869853117,25.6595714233752,26.5239726099732,24.2497490062535,24.4208070978531,23.3515724824517,23.3958547028391,24.9751158107588,22.9004264738609,24.6801556934463,24.5860445238545,25.6836405536423,24.9580307262955,25.5460360650714
"A1AG1_N103_H(6)N(5)S(3)F(1)",23.0351334293291,23.1428452090331,24.5508236231675,23.4920936453008,20.3733513101583,24.6411475784637,24.210691949279,23.6651621453452,23.6016224164054,24.1078559970991,19.3706452946708,19.4986197378007,23.2154777139957,22.936932081035,22.4465773825029,19.6239300429443,23.521052227816,23.6357797852681,23.2934800207155,24.2214469172836,20.8588367630176,23.9976061792823,23.7149893591181,22.6993924237195,23.7185423431391,19.5211974944209,23.782006138396,22.6099052996341,21.8555545672786,24.0072002938083,19.4764756965937,20.0246707935849,23.269599594616,22.781946036443
"A1AG1_N103_H(6)N(5)S(3)F(2)",20.3419546584006,19.13814471543,22.3832978484695,21.2304848725803,17.2642131775298,22.7655176309527,21.9108060750376,19.2135726679009,18.5388939204074,19.4857714696993,17.7343541658133,14.5869038618271,18.744962484354,17.69419524292,16.834951272542,15.5816451347686,20.9729687434742,21.7324266565156,18.990980599675,21.260390344638,13.2001215739507,20.1398571672559,20.4113544415708,18.1133962974984,20.4731223496266,17.1132075992921,20.6725068830221,17.5300807863581,17.2573376331364,19.9173457299398,19.2205676878869,14.5788190810934,19.2328032231696,18.4369800345864
"A1AG1_N103_H(6)N(6)S(3)F(1)",20.8988354752796,19.2940031726747,18.3525177406578,18.3842116597214,19.9315568472351,19.0242662046889,18.0742186203662,21.1205663999222,20.083702126419,21.3520155534878,20.261403327103,21.9923268316989,20.7486451313401,19.2802005694954,18.6227902321286,20.8728031880121,18.6383765039131,18.5655664097822,19.3974160894628,18.4759977691851,19.1788651472833,19.8307784465804,20.3993136619904,18.8977482602621,16.0961207961153,19.251027750477,18.6641175501076,20.0995880182499,16.8749058560173,21.1292474667692,22.4129516740673,19.5706050791146,20.0961521970002,19.7168848836999
"A1AG1_N103_H(7)N(6)S(1)F(3)",16.0399836784604,21.3723047103837,19.6107005209353,18.0972877066969,15.7901961692165,18.9794389921198,19.7323270049708,17.3082860027622,18.1869004744938,18.8890426426803,19.1144364243912,17.6145334060938,18.56819804163,16.196710324978,17.4052739642621,17.4810929970897,18.7757650498255,18.0374447387092,19.1480686553195,19.032300975983,16.6744150646617,19.3344158082222,19.6455185994708,18.7306735975542,19.4177409176503,15.888237404211,19.0762408487132,18.4690334351308,18.8084101395469,19.8889547227671,14.5197074816956,16.0850444728033,19.6070853566734,18.6447009478408
"A1AG1_N103_H(7)N(6)S(2)",20.3260054479255,19.191625836767,19.9067245575437,20.0865048642966,20.1667835046716,19.5830962969303,21.1574568467857,21.1262215147639,21.4546567277584,21.4656028708745,16.7135752548337,22.4078813283829,21.8520835949144,19.6359438328245,19.1350484210111,22.5383656643687,19.3284114710667,16.793707191012,21.6725973845058,18.4723383591807,20.3706653040054,21.5682508023307,22.3656674428619,21.1093644162744,20.7644653148352,19.7796563701771,19.1577818683671,21.6669622946869,20.4007498800252,21.8398030916997,23.2903702242349,22.5538990128699,22.178123182859,22.0498836398187
"A1AG1_N103_H(7)N(6)S(2)F(2)",24.5480116891249,23.6884533510124,23.5108336700368,24.0583322435825,23.4967464594979,23.595920285734,24.6593901975255,24.4303108761492,24.639414265096,24.895086118691,19.9281864433964,25.4084127586742,25.3277089344763,23.2703680474711,22.6244972040442,25.2661528499784,22.9886784554725,21.6359231472218,24.5765335115079,21.8630691390682,23.1142391674633,24.303438173798,25.2464143163032,23.7910937129432,23.5378191917516,22.1119614472262,22.340561998472,24.7522954163807,22.810999335448,24.7425547723508,25.6456273368545,24.8050795160154,24.5045130730562,24.2722254877187
"A1AG1_N103_H(7)N(6)S(3)",24.679313733931,23.9193231118717,23.7235438195803,24.3952529219842,23.731200559914,23.6205332687916,24.9873177186216,24.6933876873597,25.0671797137414,25.393339590805,20.0793873241912,25.6457254483817,25.55158324639,23.4607970336189,22.8305795440944,25.5485562623328,23.4355670795374,21.8949066592396,24.9541720284514,22.6367326107933,23.4425554811784,24.6559941680086,25.6282816139709,23.9843579759242,23.7128302843287,22.2319618611018,23.1161999322091,25.1575138687999,23.0113071309782,25.0261898768419,25.9926194333812,25.1149797921144,24.8539539273405,24.4917261250473
"A1AG1_N103_H(7)N(6)S(3)F(1)",21.4308094997949,22.7012776722491,24.5413291773535,23.9251757613251,20.8915011606272,23.7914053010199,24.4625382773924,22.6423120430166,23.1391223863629,23.465680873166,22.3712399487331,21.039409658774,23.5640063845988,22.4515713325452,22.2399790735203,21.736826455969,23.6627253369822,23.1452039181519,23.6935276420056,23.1696632511376,21.4123016216196,23.4627997983173,23.6037066879503,22.7914417222256,23.5146989288022,20.7013987699614,23.4416627934063,23.3191688829408,22.5780595513506,24.0791681828055,21.4891358138886,20.7785238853167,23.5903555297533,22.679356415852
"A1AG1_N103_H(7)N(6)S(3)F(2)",26.8872615007768,18.7844666896996,23.684556299721,26.3855761600462,25.7937992258053,22.9836501048513,23.1906819655634,19.8974356512442,26.7544599332549,26.7067097927747,21.8546967427864,27.0954635435195,26.8111365624328,25.1088477347787,19.8717872163455,26.9582899907941,22.9557365352012,23.0087365015474,26.4114694841678,22.6792139313687,24.7127200376117,25.9088478124673,26.5393553045854,20.5781371290112,21.9751409253744,23.7791809333821,22.6682368242053,26.2887975100842,24.42684090471,22.3160784445341,27.005448138012,24.2767621447988,21.1433982158256,19.2131299066414
"A1AG1_N103_H(7)N(6)S(3)F(3)",22.7818460266049,22.8899388160648,26.0025925747521,24.9582084868263,23.4878236760819,24.5630360361786,25.9061267042176,21.5826600208028,23.1997567619156,25.3422023032656,20.3894454304916,21.2879655317201,23.9349185758592,22.4322743799418,22.7949946848525,21.3516476940037,25.8416257285194,24.2880382453001,21.9885756849796,23.4841354237403,22.026291814485,22.2557901478571,22.3930651109842,22.6442966611783,23.2468016575907,23.5443992062629,23.9396350000087,23.5241641345457,22.896057785884,24.0890864309314,20.0224365946276,20.5780480665172,22.113845146489,22.5794366435496
"A1AG1_N103_H(7)N(6)S(3)F(5)",19.6777106094585,19.5629848283431,21.0958061940791,19.534956927148,18.021370595123,20.9203820505253,20.6146079670372,20.2796970575118,20.6307143174851,20.0167621093481,19.7035054428264,20.4356023614048,20.4538387256143,19.483599001354,18.0256109728447,21.4459806465927,18.8423945082686,21.5709869615992,19.7551832648008,19.2627985105091,18.2332090074162,19.300108155044,20.5333193120562,18.5835928979039,17.6716529871947,18.1174746694303,20.0777476469743,19.57127423176,17.5782008590915,19.7700587113192,21.0171766571448,20.8700827907301,19.8145348093964,21.0543310650458
"A1AG1_N103_H(7)N(6)S(4)",27.8899468806574,25.7396794610219,26.6822390494602,26.7624492913298,25.9491972021591,26.1018576458239,27.8206728187482,27.0268665591762,27.1305972206371,27.2596031668353,21.9974124335678,27.1999526610222,27.1780480379946,25.4974220453928,24.7310660886574,27.1040091256746,25.3496671174846,24.3129405790083,26.6338893822498,23.6763947866834,24.7466443154899,26.1283899544721,26.9359247128345,25.1906580756189,25.3525586509249,23.7829576800089,24.492985732014,26.6899624437804,24.3602715569969,26.0222674351697,27.2221887371187,26.2834579988203,25.867701633367,25.6474493030595
"A1AG1_N103_H(7)N(6)S(4)F(1)",24.1322624304015,24.0426540994781,27.4887831676879,26.3703299418829,15.3294511710985,26.1667696853214,27.5323609114533,24.2862296756359,25.0082435166298,25.3273685481452,21.7328200036637,19.3057447242967,25.4200320425311,23.2863901806608,23.8243984769417,19.0896758101333,25.6505638592046,25.5421303361455,25.256802389397,24.3432099524323,22.1082671275253,24.7926381539397,25.0959112941425,24.1131061519001,25.1008082256456,19.1428994003205,25.2555162313132,24.7137184948772,23.7118394966704,24.8928835080337,20.5198843809018,20.0954438770128,24.4613259078375,23.4245120566162
"A1AG1_N103_H(7)N(6)S(4)F(2)",20.9564451326706,21.8835192387308,26.7846684710888,24.6525981935651,19.2359673209331,25.5227215862668,25.9531299641545,21.7942097641801,22.4985881500607,23.1346418545862,21.1429039787837,18.483863346314,22.863971196494,20.7141519372001,22.2275831915328,19.279581205963,25.2853867188205,25.5898711646753,22.8020651928501,24.3992557700495,19.4365086808037,23.0751647858923,22.6088189848677,22.2353378553715,23.811805447556,16.5463457750834,24.7011743161141,22.2739399858797,22.1330521060707,23.591586580293,16.4319988465181,18.927810409106,22.5621515459154,20.9882040226799
"A1AG1_N103_H(7)N(6)S(4)F(3)",17.2709831057191,18.8804255987699,24.8783463640054,22.495139986568,18.1342046218918,23.4768533911511,23.8509898656781,19.1839582005083,19.650651375458,20.5949331098142,20.6158785296355,21.4113461663128,20.2513901646265,17.6871711310717,20.1296161174127,16.1947880168217,23.6184812864661,24.1028568551418,19.9720594380289,22.9513975009805,19.2336445477571,21.014343203738,20.0142803324764,19.8207357865741,21.9361262821955,18.4243296721296,23.1331581298238,19.4069000029405,20.2721510080262,21.5731266892552,18.300471035167,20.7863687390042,20.100412209995,18.2067202911362
"A1AG1_N103_H(7)N(7)S(3)F(1)",20.3930693401485,19.9510522634634,19.1439747919303,19.4754881920568,21.1069894868145,19.8083093388671,21.0200103716023,20.573039243372,21.0935783730048,21.1361284157892,22.6660956225925,21.1935600064276,20.3855883102276,20.0343690633113,20.3112095548723,20.0418992324004,18.4970926150629,18.6880767794394,20.3774985226477,19.7365368843281,21.7952830306938,20.483317496033,20.7144627944973,21.6765476512057,20.675225662009,21.3039758979989,19.929000457888,20.2931753502008,20.1938971852086,20.2736527055686,20.1794635036124,21.7317467315073,21.4586148113281,20.390654295251
"A1AG1_N103_H(8)N(7)S(3)",21.587035166861,19.9573290195224,20.3456468589315,21.00721478729,21.4083491638202,20.6394498288307,21.2768497379926,22.113103831243,22.5545170690464,22.1740389076639,17.818663422899,22.6410158846918,22.4076930140062,21.4987549101116,20.3472314599954,23.4102674954558,19.5310810914273,19.8222752798091,21.7181943338766,19.2226550255959,20.6686611987371,21.1084170784999,22.2226971334692,20.7333727104164,20.4437086204323,20.1299731322769,19.5863834231029,21.8069889755822,20.1105638948442,21.6425150137015,22.6659268346771,22.4554141077684,21.7108857256788,22.3359044174721
"A1AG1_N103_H(8)N(7)S(4)",24.1030639669473,22.8521980806425,22.7458669993227,23.3551683657795,23.8480540132194,22.9791514811541,23.7854463377133,24.0877305687099,24.6643762283408,24.4904517415453,19.7709203754897,24.5934408072498,24.4067253679201,23.3217931496126,22.1157160938216,24.9152871746075,22.7212530787261,21.2474179295974,23.2209550761572,21.2822816551624,22.0823635968739,22.8106778537387,23.6065008987211,22.1797652921824,21.9818752555516,21.4634555713987,21.1603434092265,23.5214731279715,22.2155243085535,22.6466454550756,23.839527518711,23.6732947947089,22.8338344732158,23.5226736144541
"A1AG1_N103_H(8)N(7)S(4)F(1)",20.8301223408211,20.4143916372697,23.1591231368997,22.8885409347692,15.1989534431587,22.6518954154768,23.1797524770068,21.5878351877871,22.5641804594639,22.7137092258623,18.8386796475935,19.3821665469869,22.4629806504604,20.8544222403731,20.7810875615219,19.9677489043702,21.9825069731528,21.3656370083567,21.9999598414921,21.4684933878161,19.6509486954336,21.4687886400483,21.8356932622043,20.6620736726512,21.4527153804836,18.4479509200242,21.5057478737665,21.7064792989798,20.33875475667,21.7216428141012,19.4473867433301,19.6567745411682,21.2911334809726,21.3474829990281
"A1AG1_N103_H(8)N(7)S(4)F(3)",18.6663542181876,19.1524774320224,23.1488127379153,20.853469957969,19.5499110371437,22.0307828222266,21.6673012035795,18.8158608289798,18.4729185794648,19.1955345394324,19.3469326751002,19.7110980721903,17.613234118961,19.5495984301281,17.9952329491463,20.6539145355878,21.2524238345958,22.0323539515041,17.3888107226662,21.9608367440436,19.3821002443071,18.9437447440674,18.2362858875259,17.8494403694499,19.6391151070311,18.7639779559548,21.2127549135234,16.5746955828723,19.0928420318124,19.5541774909565,18.6601872024207,19.6790573003178,19.4848228217042,18.4369800345864
"A1AG1_N103_H(8)N(7)S(5)",18.6663542181876,19.6096255646475,23.3883457579348,22.1365984964368,15.1989534431587,22.5834446747893,22.6358249257403,20.198434138464,20.4427882351895,21.1551678981936,18.8386796475935,18.1899706351652,20.2723115521437,18.6686858006593,19.6169887624338,18.1953174429746,22.0463956689926,22.2688063481669,20.3431478497592,22.0313808048571,20.1750864347665,20.2237654692455,20.0854939170772,19.4202732613919,20.8801561155564,17.4577767257791,21.4792693720116,19.8248101809652,19.2800219818638,20.8835473531213,18.1341050839597,18.1428521553946,19.965350826354,19.7342818639356
"A1AG1_N103_H(9)N(5)S(1)",20.6726119912065,20.7996288588353,20.4758932846913,22.0037220441697,20.467868903378,20.4720595974365,21.066872845551,21.736991569504,21.2513147722541,20.9534440106653,18.3734532369946,22.5812288484902,22.5134746416573,21.5070591334897,20.7094745678055,22.0586977421047,22.1078420261666,21.7541153416243,21.7860574381043,21.1224590770964,20.5917059698084,21.5286606335819,21.5219538106281,20.8841908806623,21.7849430714315,19.8805556183874,20.6504379365131,21.2272442274397,21.6566700158272,20.3108144839442,18.3233511757929,17.3141112041313,21.3999858894389,21.7892215816957
"A1AG1_N33_H(10)N(6)",21.1876031066177,19.5798762519493,19.3907159756957,19.7433824491697,20.6159047036853,20.5378087974809,21.3526765022031,20.3928771036454,20.7582155309313,19.9080495377713,20.7953011594307,21.1368834387068,20.9672922798383,20.6307044538917,20.6986431230899,20.8627349620777,20.2897663333978,19.0283249021294,21.1456849187181,21.3623223230656,21.357326661492,20.9861907105128,21.0235896136627,20.0124063393445,21.004111872695,20.8857485315567,20.0449084670019,20.9462333950248,20.9732831109778,21.9471315448595,21.789408701985,21.5705385333133,20.6873421603741,21.2810789408839
"A1AG1_N33_H(11)N(7)S(1)",22.0705927598515,21.9343259873908,21.3769240942785,21.0884767276977,19.8605537650691,21.4138318497468,22.3511155380199,22.2977537889573,22.2270836447991,22.8232242782989,22.7242945300801,20.9971935703769,22.2004299554045,22.5122825375191,20.4783664827426,20.5034923456052,21.1692805233657,20.1496659105576,21.5716381330567,20.1242048765557,21.6394759991342,22.585175781737,20.3138316437542,19.1878790362752,20.2613333135631,21.8254629653223,21.3983932479327,21.8447902416063,21.1944169096008,20.9237363840882,22.4634031846336,23.0666465914186,22.5660248244866,21.7723110746705
"A1AG1_N33_H(11)N(7)S(1)F(1)",17.4767532520886,18.7362778089363,19.707476343258,19.8387349290839,17.7129646734752,18.8144473048562,21.1009442770921,19.1709297546639,19.3237099272781,20.7589130464222,19.3469326751002,19.7292956770555,18.3839953726926,18.6003321432909,18.6525662296869,19.3705543141109,21.0638489002922,21.377728033221,18.9975967950764,20.3797812087313,18.7076509379552,21.0687498508243,15.6023507189089,17.478024054695,19.7966585929203,16.3048197428554,19.9396003244331,19.2686565751392,20.3258041591898,19.3254612312397,19.5289073753895,18.4200818326508,19.3632174420144,18.3817706946995
"A1AG1_N33_H(11)N(8)F(1)",21.980207091841,21.9090626831535,21.3308884447824,20.9731580357611,22.9658398990261,20.4917353099751,21.7379669214302,22.0224953650486,22.3176791123906,19.8305757395043,20.3838113466517,19.0866736101258,20.9654717868842,21.7622509933613,23.9822543140119,19.6100087085299,20.2771781571291,20.5701416979189,20.9219049998349,22.1119644432033,22.8099035767294,22.3459171726313,21.3880874638295,22.4029739923677,21.4824816268166,23.3139272805705,21.5007902162267,19.8695528263488,24.6403422007447,22.9658678271773,20.2683204593169,22.2515399109828,22.7028242494609,20.9057131213726
"A1AG1_N33_H(4)N(6)S(2)F(2)",19.6592576199545,16.947597343191,17.6699723599602,17.0254917938294,18.1318525275213,17.8758239262066,21.6112632921065,16.8194003326334,17.5698374521784,19.0721632751931,18.8645109505964,19.9961752990682,18.8799172278301,17.3363358442212,19.3070616478225,17.7865144013052,19.4157580128336,19.6807441117673,19.3488696537019,19.2744594861538,18.7569989526646,20.1451372553251,20.1485721508562,19.4597241677106,21.3786963461948,21.0032842610459,18.6088102055074,17.9724556339069,20.4123459071362,20.7785263525007,18.598756037275,19.0589145660664,19.8104281689171,19.9598923052939
"A1AG1_N33_H(5)N(3)S(1)F(1)",19.3984797071934,18.6144787459772,18.4512471892232,19.3885648316858,19.0391460775525,19.5423151625838,20.5432392924656,18.5886513106243,19.2009761927224,19.9411643137958,22.1166036731663,19.7345772225793,19.6953903694074,19.1627684482059,18.4410731086119,19.4982138342262,18.9359169777964,18.8812204314626,20.4002326864592,19.0402437548867,19.415001446518,19.6781314900233,20.162102625385,18.5796155783984,19.1323358773403,19.3922079376007,19.6885625740702,20.1587279887652,19.019543026738,19.5904168754548,19.8806586164902,19.9901337938868,19.4329345804114,20.2359163075042
"A1AG1_N33_H(5)N(4)F(2)",16.1312183875724,18.1563178398808,18.1509766460425,18.6249375658718,17.5640138453212,18.6550543351767,19.3537522356685,18.6710817672215,18.5812298893131,17.9179956676217,19.1037531090825,18.6502809916925,17.9430317042201,17.0377859523825,19.8898762878192,15.4833898098665,14.44564900781,17.5801512661579,17.6856714677448,19.1791615999508,17.2027610181999,17.8667702060448,22.0182078678641,21.1743477838272,18.5866002552277,16.6144600320445,18.2565774260812,16.7390791845649,15.8033469690794,18.0578121782722,16.6140027615121,17.8771106519094,17.1971426065824,17.2381992798611
"A1AG1_N33_H(5)N(4)F(4)",20.951603866833,19.9146618694336,17.5874133999268,18.4853229254664,23.212955769771,19.145271393571,23.8683373667269,19.1765764411244,22.6132921747415,22.2239017166919,19.6948989218991,19.923808298896,19.0503128977387,20.7066141291275,19.5602773170403,18.6811457435003,20.7848116454058,19.8581096115041,19.6956889551149,19.9003235171849,20.481842537881,21.3833217820136,23.3921951493981,19.2353773152434,21.632898548424,20.9329346839931,19.0949069943397,18.6748038667236,21.1145330618266,19.9108370100296,19.1023663529099,22.4126981242934,20.9217111688603,20.9492895668014
"A1AG1_N33_H(5)N(4)S(1)F(2)_1",22.2553337530033,21.5108008601816,20.4335928726522,21.0373047218996,23.3609938749712,22.0980290035991,24.8776493896239,20.434220382165,23.3090823335348,23.3154669155914,17.0678790262041,22.7203700253692,20.7937714842548,23.5514684630913,19.0719248856054,21.1537078921333,21.5580022810107,23.4842201407727,22.557274726329,17.6006036701391,21.3800715475671,23.0846381798714,25.448102649553,20.5515968730532,23.4660966395413,23.1602219947544,19.3596403461846,20.9666510029725,22.1699347455642,20.6416542814901,21.6579169663018,22.2801570789282,22.1316516991039,22.1449270715261
